,file_path,class
2213,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_471.jpg,Non
2214,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_472.jpg,Non
2215,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_473.jpg,Non
2216,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_474.jpg,Non
2217,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_475.jpg,Non
2218,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_476.jpg,Non
2219,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_477.jpg,Non
2220,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_478.jpg,Non
2221,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_479.jpg,Non
2222,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_48.jpg,Non
2223,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_480.jpg,Non
2224,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_481.jpg,Non
2225,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_482.jpg,Non
2226,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_483.jpg,Non
2227,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_484.jpg,Non
2228,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_485.jpg,Non
2229,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_486.jpg,Non
2230,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_487.jpg,Non
2231,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_488.jpg,Non
2232,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_489.jpg,Non
2233,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_49.jpg,Non
2234,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_490.jpg,Non
2235,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_491.jpg,Non
2236,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_492.jpg,Non
2237,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_493.jpg,Non
2238,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_494.jpg,Non
2239,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_495.jpg,Non
2240,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_496.jpg,Non
2241,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_497.jpg,Non
2242,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_498.jpg,Non
2243,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_499.jpg,Non
2244,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_5.jpg,Non
2245,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_50.jpg,Non
2246,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_500.jpg,Non
2247,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_501.jpg,Non
2248,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_502.jpg,Non
2249,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_503.jpg,Non
2250,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_504.jpg,Non
2251,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_505.jpg,Non
2252,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_506.jpg,Non
2253,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_507.jpg,Non
2254,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_508.jpg,Non
2255,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_509.jpg,Non
2256,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_51.jpg,Non
2257,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_510.jpg,Non
2258,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_511.jpg,Non
2259,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_512.jpg,Non
2260,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_513.jpg,Non
2261,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_514.jpg,Non
2262,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_515.jpg,Non
2263,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_516.jpg,Non
2264,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_517.jpg,Non
2265,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_518.jpg,Non
2266,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_519.jpg,Non
2267,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_52.jpg,Non
2268,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_520.jpg,Non
2269,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_521.jpg,Non
2270,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_522.jpg,Non
2271,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_523.jpg,Non
2272,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_524.jpg,Non
2273,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_525.jpg,Non
2274,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_526.jpg,Non
2275,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_527.jpg,Non
2276,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_528.jpg,Non
2277,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_529.jpg,Non
2278,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_53.jpg,Non
2279,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_530.jpg,Non
2280,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_531.jpg,Non
2281,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_532.jpg,Non
2282,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_533.jpg,Non
2283,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_534.jpg,Non
2284,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_535.jpg,Non
2285,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_536.jpg,Non
2286,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_537.jpg,Non
2287,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_538.jpg,Non
2288,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_539.jpg,Non
2289,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_54.jpg,Non
2290,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_540.jpg,Non
2291,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_541.jpg,Non
2292,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_542.jpg,Non
2293,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_543.jpg,Non
2294,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_544.jpg,Non
2295,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_545.jpg,Non
2296,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_546.jpg,Non
2297,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_547.jpg,Non
2298,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_548.jpg,Non
2299,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_549.jpg,Non
2300,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_55.jpg,Non
2301,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_550.jpg,Non
2302,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_551.jpg,Non
2303,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_552.jpg,Non
2304,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_553.jpg,Non
2305,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_554.jpg,Non
2306,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_555.jpg,Non
2307,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_556.jpg,Non
2308,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_557.jpg,Non
2309,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_558.jpg,Non
2310,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_559.jpg,Non
2311,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_56.jpg,Non
2312,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_560.jpg,Non
2313,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_561.jpg,Non
2314,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_562.jpg,Non
2315,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_563.jpg,Non
2316,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_564.jpg,Non
2317,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_565.jpg,Non
2318,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_566.jpg,Non
2319,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_567.jpg,Non
2320,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_568.jpg,Non
2321,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_569.jpg,Non
2322,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_57.jpg,Non
2323,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_570.jpg,Non
2324,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_571.jpg,Non
2325,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_572.jpg,Non
2326,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_573.jpg,Non
2327,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_574.jpg,Non
2328,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_575.jpg,Non
2329,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_576.jpg,Non
2330,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_577.jpg,Non
2331,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_578.jpg,Non
2332,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_579.jpg,Non
2333,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_58.jpg,Non
2334,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_580.jpg,Non
2335,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_581.jpg,Non
2336,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_582.jpg,Non
2337,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_583.jpg,Non
2338,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_584.jpg,Non
2339,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_585.jpg,Non
2340,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_586.jpg,Non
2341,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_587.jpg,Non
2342,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_588.jpg,Non
2343,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_589.jpg,Non
2344,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_59.jpg,Non
2345,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_590.jpg,Non
2346,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_591.jpg,Non
2347,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_592.jpg,Non
2348,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_593.jpg,Non
2349,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_594.jpg,Non
2350,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_595.jpg,Non
2351,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_596.jpg,Non
2352,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_597.jpg,Non
2353,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_598.jpg,Non
2354,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_599.jpg,Non
2355,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_6.jpg,Non
2356,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_60.jpg,Non
2357,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_600.jpg,Non
2358,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_601.jpg,Non
2359,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_602.jpg,Non
2360,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_603.jpg,Non
2361,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_604.jpg,Non
2362,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_605.jpg,Non
2363,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_606.jpg,Non
2364,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_607.jpg,Non
2365,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_608.jpg,Non
2366,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_609.jpg,Non
2367,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_61.jpg,Non
2368,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_610.jpg,Non
2369,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_611.jpg,Non
2370,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_612.jpg,Non
2371,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_613.jpg,Non
2372,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_614.jpg,Non
2373,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_615.jpg,Non
2374,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_616.jpg,Non
2375,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_617.jpg,Non
2376,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_618.jpg,Non
2377,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_619.jpg,Non
2378,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_62.jpg,Non
2379,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_620.jpg,Non
2380,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_621.jpg,Non
2381,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_622.jpg,Non
2382,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_623.jpg,Non
2383,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_624.jpg,Non
2384,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_625.jpg,Non
2385,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_626.jpg,Non
2386,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_627.jpg,Non
2387,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_628.jpg,Non
2388,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_629.jpg,Non
2389,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_63.jpg,Non
2390,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_630.jpg,Non
2391,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_631.jpg,Non
2392,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_632.jpg,Non
2393,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_633.jpg,Non
2394,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_634.jpg,Non
2395,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_635.jpg,Non
2396,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_636.jpg,Non
2397,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_637.jpg,Non
2398,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_638.jpg,Non
2399,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_639.jpg,Non
2400,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_64.jpg,Non
2401,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_640.jpg,Non
2402,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_641.jpg,Non
2403,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_642.jpg,Non
2404,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_643.jpg,Non
2405,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_644.jpg,Non
2406,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_645.jpg,Non
2407,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_646.jpg,Non
2408,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_647.jpg,Non
2409,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_648.jpg,Non
2410,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_649.jpg,Non
2411,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_65.jpg,Non
2412,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_650.jpg,Non
2413,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_651.jpg,Non
2414,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_652.jpg,Non
2415,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_653.jpg,Non
2416,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_654.jpg,Non
2417,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_655.jpg,Non
2418,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_656.jpg,Non
2419,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_657.jpg,Non
2420,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_658.jpg,Non
2421,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_659.jpg,Non
2422,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_66.jpg,Non
2423,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_660.jpg,Non
2424,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_661.jpg,Non
2425,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_662.jpg,Non
2426,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_663.jpg,Non
2427,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_664.jpg,Non
2428,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_665.jpg,Non
2429,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_666.jpg,Non
2430,/mnt/d/ChanYoung/Dataset/Fire dataset/FIRE-SMOKE-DATASET/Train/Neutral/image_667.jpg,Non
